Image_File_Path,Breed,Label,Split
data\dog images\Dalmatian\image_454.jpg,Dalmatian,0,train
data\dog images\Pug\image_157.jpg,Pug,2,train
data\dog images\Pug\image_195.jpg,Pug,2,train
data\dog images\Rottweiler\image_398.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_275.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_401.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_171.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_300.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_62.jpg,Rottweiler,3,train
data\dog images\Pug\image_106.jpg,Pug,2,train
data\dog images\Pug\image_54.jpg,Pug,2,train
data\dog images\Rottweiler\image_287.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_355.jpg,Golden Retriever,1,train
data\dog images\Pug\image_166.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_324.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_406.jpg,Rottweiler,3,train
data\dog images\Pug\image_209.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_300.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_80.jpg,Golden Retriever,1,train
data\dog images\Pug\image_317.jpg,Pug,2,train
data\dog images\Pug\image_358.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_229.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_331.jpg,Golden Retriever,1,train
data\dog images\Pug\image_182.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_473.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_458.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_218.jpg,Golden Retriever,1,train
data\dog images\Pug\image_279.jpg,Pug,2,train
data\dog images\Rottweiler\image_205.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_231.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_415.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_286.jpg,Dalmatian,0,train
data\dog images\Pug\image_240.jpg,Pug,2,train
data\dog images\Pug\image_174.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_252.jpg,Golden Retriever,1,train
data\dog images\Pug\image_119.jpg,Pug,2,train
data\dog images\Dalmatian\image_330.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_423.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_213.jpg,Golden Retriever,1,train
data\dog images\Pug\image_394.jpg,Pug,2,train
data\dog images\Rottweiler\image_72.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_320.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_381.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_461.jpg,Dalmatian,0,train
data\dog images\Pug\image_314.jpg,Pug,2,train
data\dog images\Dalmatian\image_282.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_300.jpg,Rottweiler,3,train
data\dog images\Pug\image_342.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_494.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_54.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_160.jpg,Rottweiler,3,train
data\dog images\Pug\image_372.jpg,Pug,2,train
data\dog images\Pug\image_258.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_428.jpg,Golden Retriever,1,train
data\dog images\Pug\image_335.jpg,Pug,2,train
data\dog images\Dalmatian\image_260.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_356.jpg,Golden Retriever,1,train
data\dog images\Pug\image_377.jpg,Pug,2,train
data\dog images\Dalmatian\image_69.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_389.jpg,Dalmatian,0,train
data\dog images\Pug\image_78.jpg,Pug,2,train
data\dog images\Rottweiler\image_64.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_32.jpg,Golden Retriever,1,train
data\dog images\Pug\image_65.jpg,Pug,2,train
data\dog images\Dalmatian\image_210.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_259.jpg,Dalmatian,0,train
data\dog images\Pug\image_384.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_226.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_452.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_477.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_465.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_455.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_90.jpg,Dalmatian,0,train
data\dog images\Pug\image_112.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_423.jpg,Golden Retriever,1,train
data\dog images\Pug\image_466.jpg,Pug,2,train
data\dog images\Pug\image_134.jpg,Pug,2,train
data\dog images\Dalmatian\image_115.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_332.jpg,Golden Retriever,1,train
data\dog images\Pug\image_217.jpg,Pug,2,train
data\dog images\Rottweiler\image_350.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_233.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_69.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_463.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_439.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_456.jpg,Rottweiler,3,train
data\dog images\Pug\image_290.jpg,Pug,2,train
data\dog images\Pug\image_100.jpg,Pug,2,train
data\dog images\Dalmatian\image_60.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_241.jpg,Dalmatian,0,train
data\dog images\Pug\image_190.jpg,Pug,2,train
data\dog images\Rottweiler\image_461.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_21.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_397.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_109.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_123.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_129.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_444.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_354.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_223.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_304.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_378.jpg,Dalmatian,0,train
data\dog images\Pug\image_468.jpg,Pug,2,train
data\dog images\Pug\image_471.jpg,Pug,2,train
data\dog images\Pug\image_464.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_451.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_83.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_366.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_168.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_162.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_326.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_66.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_319.jpg,Dalmatian,0,train
data\dog images\Pug\image_83.jpg,Pug,2,train
data\dog images\Dalmatian\image_455.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_350.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_376.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_334.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_315.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_57.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_206.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_334.jpg,Rottweiler,3,train
data\dog images\Pug\image_330.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_401.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_332.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_129.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_132.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_201.jpg,Dalmatian,0,train
data\dog images\Pug\image_411.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_188.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_347.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_38.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_345.jpg,Golden Retriever,1,train
data\dog images\Pug\image_164.jpg,Pug,2,train
data\dog images\Pug\image_257.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_17.jpg,Golden Retriever,1,train
data\dog images\Pug\image_479.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_364.jpg,Golden Retriever,1,train
data\dog images\Pug\image_12.jpg,Pug,2,train
data\dog images\Dalmatian\image_165.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_322.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_383.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_102.jpg,Dalmatian,0,train
data\dog images\Pug\image_351.jpg,Pug,2,train
data\dog images\Pug\image_8.jpg,Pug,2,train
data\dog images\Rottweiler\image_372.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_500.jpg,Golden Retriever,1,train
data\dog images\Pug\image_282.jpg,Pug,2,train
data\dog images\Rottweiler\image_477.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_70.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_299.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_154.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_24.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_170.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_384.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_139.jpg,Dalmatian,0,train
data\dog images\Pug\image_249.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_190.jpg,Golden Retriever,1,train
data\dog images\Pug\image_301.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_175.jpg,Golden Retriever,1,train
data\dog images\Pug\image_158.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_237.jpg,Golden Retriever,1,train
data\dog images\Pug\image_53.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_353.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_311.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_263.jpg,Golden Retriever,1,train
data\dog images\Pug\image_187.jpg,Pug,2,train
data\dog images\Dalmatian\image_153.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_245.jpg,Golden Retriever,1,train
data\dog images\Pug\image_116.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_272.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_301.jpg,Rottweiler,3,train
data\dog images\Pug\image_274.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_239.jpg,Golden Retriever,1,train
data\dog images\Pug\image_461.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_158.jpg,Golden Retriever,1,train
data\dog images\Pug\image_21.jpg,Pug,2,train
data\dog images\Rottweiler\image_325.jpg,Rottweiler,3,train
data\dog images\Pug\image_340.jpg,Pug,2,train
data\dog images\Rottweiler\image_333.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_382.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_62.jpg,Golden Retriever,1,train
data\dog images\Pug\image_153.jpg,Pug,2,train
data\dog images\Pug\image_50.jpg,Pug,2,train
data\dog images\Pug\image_133.jpg,Pug,2,train
data\dog images\Rottweiler\image_26.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_33.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_71.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_475.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_75.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_496.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_424.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_419.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_491.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_127.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_194.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_39.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_390.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_462.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_242.jpg,Rottweiler,3,train
data\dog images\Pug\image_363.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_319.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_273.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_94.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_454.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_84.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_207.jpg,Dalmatian,0,train
data\dog images\Pug\image_93.jpg,Pug,2,train
data\dog images\Rottweiler\image_240.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_34.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_54.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_317.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_429.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_56.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_79.jpg,Dalmatian,0,train
data\dog images\Pug\image_482.jpg,Pug,2,train
data\dog images\Rottweiler\image_77.jpg,Rottweiler,3,train
data\dog images\Pug\image_129.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_234.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_6.jpg,Golden Retriever,1,train
data\dog images\Pug\image_397.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_14.jpg,Golden Retriever,1,train
data\dog images\Pug\image_150.jpg,Pug,2,train
data\dog images\Pug\image_306.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_361.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_389.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_263.jpg,Dalmatian,0,train
data\dog images\Pug\image_199.jpg,Pug,2,train
data\dog images\Rottweiler\image_499.jpg,Rottweiler,3,train
data\dog images\Pug\image_239.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_342.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_249.jpg,Rottweiler,3,train
data\dog images\Pug\image_6.jpg,Pug,2,train
data\dog images\Pug\image_58.jpg,Pug,2,train
data\dog images\Pug\image_403.jpg,Pug,2,train
data\dog images\Dalmatian\image_302.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_362.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_408.jpg,Dalmatian,0,train
data\dog images\Pug\image_359.jpg,Pug,2,train
data\dog images\Pug\image_428.jpg,Pug,2,train
data\dog images\Dalmatian\image_94.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_361.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_449.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_405.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_436.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_496.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_381.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_231.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_250.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_129.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_50.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_133.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_97.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_256.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_119.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_164.jpg,Rottweiler,3,train
data\dog images\Pug\image_268.jpg,Pug,2,train
data\dog images\Pug\image_136.jpg,Pug,2,train
data\dog images\Pug\image_151.jpg,Pug,2,train
data\dog images\Dalmatian\image_247.jpg,Dalmatian,0,train
data\dog images\Pug\image_431.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_267.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_456.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_87.jpg,Golden Retriever,1,train
data\dog images\Pug\image_188.jpg,Pug,2,train
data\dog images\Rottweiler\image_241.jpg,Rottweiler,3,train
data\dog images\Pug\image_122.jpg,Pug,2,train
data\dog images\Rottweiler\image_388.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_132.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_91.jpg,Rottweiler,3,train
data\dog images\Pug\image_424.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_426.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_10.jpg,Golden Retriever,1,train
data\dog images\Pug\image_25.jpg,Pug,2,train
data\dog images\Rottweiler\image_130.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_390.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_11.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_60.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_202.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_81.jpg,Golden Retriever,1,train
data\dog images\Pug\image_24.jpg,Pug,2,train
data\dog images\Dalmatian\image_82.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_186.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_243.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_411.jpg,Golden Retriever,1,train
data\dog images\Pug\image_439.jpg,Pug,2,train
data\dog images\Pug\image_453.jpg,Pug,2,train
data\dog images\Rottweiler\image_57.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_133.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_398.jpg,Dalmatian,0,train
data\dog images\Pug\image_185.jpg,Pug,2,train
data\dog images\Pug\image_156.jpg,Pug,2,train
data\dog images\Pug\image_29.jpg,Pug,2,train
data\dog images\Rottweiler\image_93.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_489.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_360.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_313.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_469.jpg,Golden Retriever,1,train
data\dog images\Pug\image_426.jpg,Pug,2,train
data\dog images\Pug\image_369.jpg,Pug,2,train
data\dog images\Pug\image_201.jpg,Pug,2,train
data\dog images\Rottweiler\image_480.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_350.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_139.jpg,Golden Retriever,1,train
data\dog images\Pug\image_414.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_233.jpg,Golden Retriever,1,train
data\dog images\Pug\image_62.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_30.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_468.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_232.jpg,Dalmatian,0,train
data\dog images\Pug\image_68.jpg,Pug,2,train
data\dog images\Rottweiler\image_295.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_214.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_97.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_89.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_410.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_352.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_176.jpg,Golden Retriever,1,train
data\dog images\Pug\image_223.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_298.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_444.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_462.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_184.jpg,Golden Retriever,1,train
data\dog images\Pug\image_417.jpg,Pug,2,train
data\dog images\Pug\image_114.jpg,Pug,2,train
data\dog images\Dalmatian\image_151.jpg,Dalmatian,0,train
data\dog images\Pug\image_141.jpg,Pug,2,train
data\dog images\Rottweiler\image_14.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_27.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_367.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_270.jpg,Dalmatian,0,train
data\dog images\Pug\image_11.jpg,Pug,2,train
data\dog images\Dalmatian\image_214.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_411.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_120.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_375.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_73.jpg,Dalmatian,0,train
data\dog images\Pug\image_347.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_243.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_2.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_181.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_8.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_180.jpg,Rottweiler,3,train
data\dog images\Pug\image_37.jpg,Pug,2,train
data\dog images\Pug\image_455.jpg,Pug,2,train
data\dog images\Rottweiler\image_179.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_310.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_372.jpg,Golden Retriever,1,train
data\dog images\Pug\image_389.jpg,Pug,2,train
data\dog images\Dalmatian\image_166.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_243.jpg,Rottweiler,3,train
data\dog images\Pug\image_248.jpg,Pug,2,train
data\dog images\Rottweiler\image_335.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_37.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_484.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_8.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_50.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_219.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_495.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_233.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_467.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_147.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_155.jpg,Dalmatian,0,train
data\dog images\Pug\image_416.jpg,Pug,2,train
data\dog images\Pug\image_427.jpg,Pug,2,train
data\dog images\Dalmatian\image_395.jpg,Dalmatian,0,train
data\dog images\Pug\image_447.jpg,Pug,2,train
data\dog images\Dalmatian\image_336.jpg,Dalmatian,0,train
data\dog images\Pug\image_170.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_470.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_421.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_403.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_50.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_147.jpg,Dalmatian,0,train
data\dog images\Pug\image_295.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_174.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_267.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_315.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_420.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_222.jpg,Dalmatian,0,train
data\dog images\Pug\image_242.jpg,Pug,2,train
data\dog images\Dalmatian\image_358.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_46.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_439.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_128.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_224.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_226.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_402.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_137.jpg,Dalmatian,0,train
data\dog images\Pug\image_75.jpg,Pug,2,train
data\dog images\Pug\image_98.jpg,Pug,2,train
data\dog images\Rottweiler\image_63.jpg,Rottweiler,3,train
data\dog images\Pug\image_211.jpg,Pug,2,train
data\dog images\Pug\image_281.jpg,Pug,2,train
data\dog images\Pug\image_262.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_362.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_392.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_284.jpg,Rottweiler,3,train
data\dog images\Pug\image_74.jpg,Pug,2,train
data\dog images\Rottweiler\image_296.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_263.jpg,Rottweiler,3,train
data\dog images\Pug\image_243.jpg,Pug,2,train
data\dog images\Dalmatian\image_463.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_452.jpg,Golden Retriever,1,train
data\dog images\Pug\image_278.jpg,Pug,2,train
data\dog images\Dalmatian\image_445.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_185.jpg,Dalmatian,0,train
data\dog images\Pug\image_36.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_145.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_41.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_383.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_119.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_361.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_31.jpg,Dalmatian,0,train
data\dog images\Pug\image_155.jpg,Pug,2,train
data\dog images\Rottweiler\image_162.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_173.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_456.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_47.jpg,Dalmatian,0,train
data\dog images\Pug\image_175.jpg,Pug,2,train
data\dog images\Rottweiler\image_297.jpg,Rottweiler,3,train
data\dog images\Pug\image_89.jpg,Pug,2,train
data\dog images\Pug\image_309.jpg,Pug,2,train
data\dog images\Dalmatian\image_193.jpg,Dalmatian,0,train
data\dog images\Pug\image_366.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_15.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_158.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_56.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_498.jpg,Rottweiler,3,train
data\dog images\Pug\image_85.jpg,Pug,2,train
data\dog images\Dalmatian\image_472.jpg,Dalmatian,0,train
data\dog images\Pug\image_49.jpg,Pug,2,train
data\dog images\Pug\image_337.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_22.jpg,Golden Retriever,1,train
data\dog images\Pug\image_23.jpg,Pug,2,train
data\dog images\Pug\image_398.jpg,Pug,2,train
data\dog images\Dalmatian\image_11.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_259.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_484.jpg,Rottweiler,3,train
data\dog images\Pug\image_96.jpg,Pug,2,train
data\dog images\Rottweiler\image_35.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_132.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_220.jpg,Golden Retriever,1,train
data\dog images\Pug\image_16.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_131.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_127.jpg,Rottweiler,3,train
data\dog images\Pug\image_205.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_296.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_60.jpg,Golden Retriever,1,train
